converged	score	run	cpu_time	memory	nclusters_pred	all_vmeasure	clone_prev_MAE	clone_prev_MSE	slsbulk_clone_prev_MSE	slsbulk_vmeasure	slsbulk_clone_prev_MAE	uncertainty
1	498531.748856056	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/K562_out_hg38/cluster/0_0.95_10000/epi_region/190/cluster_posteriors.tsv.gz	515	294	6	NA	NA	NA	NA	NA	NA	0
1	499739.859738026	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/K562_out_hg38/cluster/0_0.95_10000/epi_region/191/cluster_posteriors.tsv.gz	325	295	5	NA	NA	NA	NA	NA	NA	0
1	496765.187582695	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/K562_out_hg38/cluster/0_0.95_10000/epi_region/192/cluster_posteriors.tsv.gz	710	298	8	NA	NA	NA	NA	NA	NA	0
1	497892.555293539	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/K562_out_hg38/cluster/0_0.95_10000/epi_region/193/cluster_posteriors.tsv.gz	446	295	6	NA	NA	NA	NA	NA	NA	0
1	498510.75032737	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/K562_out_hg38/cluster/0_0.95_10000/epi_region/194/cluster_posteriors.tsv.gz	559	287	7	NA	NA	NA	NA	NA	NA	0
1	497468.581328409	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/K562_out_hg38/cluster/0_0.95_10000/epi_region/195/cluster_posteriors.tsv.gz	608	284	7	NA	NA	NA	NA	NA	NA	0
1	507941.470656797	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/K562_out_hg38/cluster/0_0.95_10000/epi_region/196/cluster_posteriors.tsv.gz	32	291	1	NA	NA	NA	NA	NA	NA	NA
1	499162.711104331	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/K562_out_hg38/cluster/0_0.95_10000/epi_region/197/cluster_posteriors.tsv.gz	839	299	9	NA	NA	NA	NA	NA	NA	0
1	498299.675672918	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/K562_out_hg38/cluster/0_0.95_10000/epi_region/198/cluster_posteriors.tsv.gz	841	299	9	NA	NA	NA	NA	NA	NA	0
1	507941.470656797	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/K562_out_hg38/cluster/0_0.95_10000/epi_region/199/cluster_posteriors.tsv.gz	33	292	1	NA	NA	NA	NA	NA	NA	NA
1	508128.111409847	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/K562_out_hg38/cluster/0_0.95_10000/epi_region/2/cluster_posteriors.tsv.gz	436	304	3	NA	NA	NA	NA	NA	NA	0
1	507941.207911263	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/K562_out_hg38/cluster/0_0.95_10000/epi_region/20/cluster_posteriors.tsv.gz	353	304	1	NA	NA	NA	NA	NA	NA	NA
1	501591.970429507	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/K562_out_hg38/cluster/0_0.95_10000/epi_region/200/cluster_posteriors.tsv.gz	166	294	3	NA	NA	NA	NA	NA	NA	0
1	497329.674093584	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/K562_out_hg38/cluster/0_0.95_10000/epi_region/201/cluster_posteriors.tsv.gz	690	297	8	NA	NA	NA	NA	NA	NA	0
1	503393.303367857	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/K562_out_hg38/cluster/0_0.95_10000/epi_region/202/cluster_posteriors.tsv.gz	88	294	2	NA	NA	NA	NA	NA	NA	0
1	507941.470656797	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/K562_out_hg38/cluster/0_0.95_10000/epi_region/203/cluster_posteriors.tsv.gz	33	292	1	NA	NA	NA	NA	NA	NA	NA
1	498930.760783481	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/K562_out_hg38/cluster/0_0.95_10000/epi_region/204/cluster_posteriors.tsv.gz	462	295	6	NA	NA	NA	NA	NA	NA	0
1	507941.470656797	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/K562_out_hg38/cluster/0_0.95_10000/epi_region/205/cluster_posteriors.tsv.gz	33	291	1	NA	NA	NA	NA	NA	NA	NA
1	498641.828289102	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/K562_out_hg38/cluster/0_0.95_10000/epi_region/206/cluster_posteriors.tsv.gz	561	287	7	NA	NA	NA	NA	NA	NA	0
1	497376.874366247	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/K562_out_hg38/cluster/0_0.95_10000/epi_region/207/cluster_posteriors.tsv.gz	514	294	6	NA	NA	NA	NA	NA	NA	0
1	498135.949180967	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/K562_out_hg38/cluster/0_0.95_10000/epi_region/208/cluster_posteriors.tsv.gz	544	294	7	NA	NA	NA	NA	NA	NA	0
