cell_id	0	1	2	3	4	5	6	7	8	9
K562-pool58-I-CTTGTA	1.0	4.759820403518475e-27	4.8279566732266554e-27	4.8279566732266554e-27	4.8279566732266554e-27	4.8279566732266554e-27	4.8279566732266554e-27	4.8279566732266554e-27	4.8279566732266554e-27	4.8279566732266554e-27
K562-pool58-J-GACGAG	1.0	1.2096978403031381e-21	1.4711426948827155e-21	1.4711426948827155e-21	1.4711426948827155e-21	1.4711426948827155e-21	1.4711426948827155e-21	1.4711426948827155e-21	1.4711426948827155e-21	1.4711426948827155e-21
K562-pool58-K-AAGGTC	1.0	1.973956863535949e-31	1.5994820065423932e-31	1.5994820065423932e-31	1.5994820065423932e-31	1.5994820065423932e-31	1.5994820065423932e-31	1.5994820065423932e-31	1.5994820065423932e-31	1.5994820065423932e-31
K562-pool58-L-TGTAGC	1.0	7.98123885786057e-23	8.777645429229145e-23	8.777645429229145e-23	8.777645429229145e-23	8.777645429229145e-23	8.777645429229145e-23	8.777645429229145e-23	8.777645429229145e-23	8.777645429229145e-23
K562-pool58-M-TTGGCA	1.0	4.969354212504911e-25	5.773764324108786e-25	5.773764324108786e-25	5.773764324108786e-25	5.773764324108786e-25	5.773764324108786e-25	5.773764324108786e-25	5.773764324108786e-25	5.773764324108786e-25
K562-pool58-N-CTACTG	1.0	5.086047281120198e-34	4.031250079474818e-34	4.031250079474818e-34	4.031250079474818e-34	4.031250079474818e-34	4.031250079474818e-34	4.031250079474818e-34	4.031250079474818e-34	4.031250079474818e-34
K562-pool58-O-CATATG	0.9999999999655529	5.71472588104148e-12	3.5970659287410748e-12	3.5970659287410748e-12	3.5970659287410748e-12	3.5970659287410748e-12	3.5970659287410748e-12	3.5970659287410748e-12	3.5970659287410748e-12	3.5970659287410748e-12
K562-pool58-P-GTATAC	0.9999999999996589	2.6476988587449754e-14	3.5822917886751505e-14	3.5822917886751505e-14	3.5822917886751505e-14	3.5822917886751505e-14	3.5822917886751505e-14	3.5822917886751505e-14	3.5822917886751505e-14	3.5822917886751505e-14
K562-pool58-Q-ACCTTC	1.0	1.8580326224458942e-46	2.187789999266484e-46	2.187789999266484e-46	2.187789999266484e-46	2.187789999266484e-46	2.187789999266484e-46	2.187789999266484e-46	2.187789999266484e-46	2.187789999266484e-46
K562-pool59-A-TAGCTT	1.0	9.346957443915352e-23	7.597255685913152e-23	7.597255685913152e-23	7.597255685913152e-23	7.597255685913152e-23	7.597255685913152e-23	7.597255685913152e-23	7.597255685913152e-23	7.597255685913152e-23
K562-pool59-B-ACTTGA	0.9999999995019948	5.339002491706074e-11	5.5580250502625164e-11	5.5580250502625164e-11	5.5580250502625164e-11	5.5580250502625164e-11	5.5580250502625164e-11	5.5580250502625164e-11	5.5580250502625164e-11	5.5580250502625164e-11
K562-pool59-C-GCCAAT	1.0	3.5288534818783654e-20	3.5288146623401074e-20	3.5288146623401074e-20	3.5288146623401074e-20	3.5288146623401074e-20	3.5288146623401074e-20	3.5288146623401074e-20	3.5288146623401074e-20	3.5288146623401074e-20
K562-pool59-D-CGATGT	1.0	3.157789474971644e-30	2.5335063071355152e-30	2.5335063071355152e-30	2.5335063071355152e-30	2.5335063071355152e-30	2.5335063071355152e-30	2.5335063071355152e-30	2.5335063071355152e-30	2.5335063071355152e-30
K562-pool59-F-ATCACG	1.0	9.232974020548083e-45	9.499817107898719e-45	9.499817107898719e-45	9.499817107898719e-45	9.499817107898719e-45	9.499817107898719e-45	9.499817107898719e-45	9.499817107898719e-45	9.499817107898719e-45
K562-pool59-G-TGACCA	1.0	1.2608711444227248e-27	1.3137298718824085e-27	1.3137298718824085e-27	1.3137298718824085e-27	1.3137298718824085e-27	1.3137298718824085e-27	1.3137298718824085e-27	1.3137298718824085e-27	1.3137298718824085e-27
K562-pool59-H-CAGATC	0.9999999994240625	6.399201978189985e-11	6.39913159079916e-11	6.39913159079916e-11	6.39913159079916e-11	6.39913159079916e-11	6.39913159079916e-11	6.39913159079916e-11	6.39913159079916e-11	6.39913159079916e-11
